time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220709:1911,0.0,0.0,0.0,0.0,0.0,16.87,3.17,0.0
20220709:2011,0.0,0.0,0.0,0.0,0.0,16.59,3.59,0.0
20220709:2111,0.0,0.0,0.0,0.0,0.0,15.7,3.79,0.0
20220709:2211,0.0,0.0,0.0,0.0,0.0,15.33,3.79,0.0
20220709:2311,0.0,0.0,0.0,0.0,0.0,15.03,3.79,0.0
20220710:0011,0.0,0.0,0.0,0.0,0.0,14.76,4.0,0.0
20220710:0111,0.0,0.0,0.0,0.0,0.0,14.21,4.07,0.0
20220710:0211,0.0,0.0,0.0,0.0,0.0,13.8,4.21,0.0
20220710:0311,0.0,0.0,0.0,0.0,0.0,13.52,4.21,0.0
20220710:0411,10.62,0.0,11.0,0.0,8.82,13.38,4.07,0.0
20220710:0511,208.3,0.0,71.0,0.0,17.4,13.55,4.83,0.0
20220710:0611,369.76,0.0,114.0,0.0,26.42,14.15,5.72,0.0
20220710:0711,721.8,3.0,202.0,0.0,35.51,14.53,5.86,0.0
20220710:0811,1017.18,9.0,273.0,0.0,44.25,15.42,5.79,0.0
20220710:0911,1448.68,36.0,360.0,0.0,51.96,16.44,5.79,0.0
20220710:1011,1100.66,3.0,303.0,0.0,57.58,17.01,5.93,0.0
20220710:1111,1272.38,9.0,343.0,0.0,59.73,17.46,5.66,0.0
20220710:1211,847.62,0.0,241.0,0.0,57.66,17.72,5.31,0.0
20220710:1311,2130.26,207.0,375.0,0.0,52.09,18.35,5.31,0.0
20220710:1411,2074.63,272.0,294.0,0.0,44.41,18.69,5.31,0.0
20220710:1511,1825.74,293.0,206.0,0.0,35.68,18.54,5.24,0.0
20220710:1611,1094.22,110.0,198.0,0.0,26.59,18.09,4.9,0.0
20220710:1711,666.76,77.0,125.0,0.0,17.57,17.83,4.48,0.0
20220710:1811,57.33,0.0,28.0,0.0,8.98,17.42,3.72,0.0
20220710:1911,0.0,0.0,0.0,0.0,0.0,16.83,2.9,0.0
20220710:2011,0.0,0.0,0.0,0.0,0.0,16.14,2.69,0.0
20220710:2111,0.0,0.0,0.0,0.0,0.0,15.8,2.76,0.0
20220710:2211,0.0,0.0,0.0,0.0,0.0,15.15,2.9,0.0
20220710:2311,0.0,0.0,0.0,0.0,0.0,15.01,3.31,0.0
20220711:0011,0.0,0.0,0.0,0.0,0.0,14.64,3.38,0.0
20220711:0111,0.0,0.0,0.0,0.0,0.0,14.16,3.17,0.0
20220711:0211,0.0,0.0,0.0,0.0,0.0,13.63,3.03,0.0
20220711:0311,0.0,0.0,0.0,0.0,0.0,12.81,2.97,0.0
20220711:0411,249.75,46.0,52.0,0.0,8.7,12.65,2.97,0.0
20220711:0511,770.8,134.0,98.0,0.0,17.28,13.3,3.24,0.0
20220711:0611,1449.04,291.0,110.0,0.0,26.3,14.34,3.45,0.0
20220711:0711,2028.51,423.0,128.0,0.0,35.39,15.72,3.45,0.0
20220711:0811,2517.93,554.0,135.0,0.0,44.12,17.65,3.59,0.0
20220711:0911,2524.0,420.0,277.0,0.0,51.83,18.78,3.66,0.0
20220711:1011,2418.57,300.0,373.0,0.0,57.45,19.55,3.52,0.0
20220711:1111,2915.06,571.01,247.0,0.0,59.61,20.35,3.52,0.0
20220711:1211,2809.39,533.01,256.0,0.0,57.54,20.93,3.52,0.0
20220711:1311,2133.45,235.0,362.0,0.0,51.99,21.21,3.45,0.0
20220711:1411,1804.68,179.0,325.0,0.0,44.32,21.22,3.59,0.0
20220711:1511,1432.4,135.0,268.0,0.0,35.61,21.48,3.45,0.0
20220711:1611,604.98,9.0,172.0,0.0,26.52,21.24,3.31,0.0
20220711:1711,775.08,151.0,91.0,0.0,17.49,20.84,2.97,0.0
20220711:1811,245.43,40.0,57.0,0.0,8.9,20.25,2.28,0.0
20220711:1911,0.0,0.0,0.0,0.0,0.0,19.54,1.86,0.0
20220711:2011,0.0,0.0,0.0,0.0,0.0,18.17,1.66,0.0
20220711:2111,0.0,0.0,0.0,0.0,0.0,16.69,1.66,0.0
20220711:2211,0.0,0.0,0.0,0.0,0.0,15.24,1.79,0.0
20220711:2311,0.0,0.0,0.0,0.0,0.0,14.5,1.86,0.0
20220712:0011,0.0,0.0,0.0,0.0,0.0,13.74,2.0,0.0
20220712:0111,0.0,0.0,0.0,0.0,0.0,13.03,2.0,0.0
20220712:0211,0.0,0.0,0.0,0.0,0.0,12.36,1.93,0.0
20220712:0311,0.0,0.0,0.0,0.0,0.0,11.96,1.93,0.0
20220712:0411,247.82,47.0,51.0,0.0,8.57,12.12,1.93,0.0
20220712:0511,777.46,151.0,87.0,0.0,17.16,14.56,1.79,0.0
20220712:0611,1404.99,286.0,110.0,0.0,26.18,17.08,2.55,0.0
20220712:0711,1977.88,422.0,126.0,0.0,35.27,18.62,2.62,0.0
20220712:0811,2454.93,547.0,136.0,0.0,44.0,20.67,3.31,0.0
20220712:0911,2801.3,647.01,142.0,0.0,51.7,22.16,3.45,0.0
20220712:1011,2992.32,702.01,150.0,0.0,57.31,23.09,3.38,0.0
20220712:1111,2755.3,501.01,284.0,0.0,59.47,23.97,3.66,0.0
20220712:1211,2472.08,359.0,345.0,0.0,57.42,24.79,3.86,0.0
20220712:1311,2672.24,578.01,183.0,0.0,51.89,25.09,3.72,0.0
20220712:1411,2109.02,346.0,252.0,0.0,44.23,25.4,3.93,0.0
20220712:1511,1901.07,402.0,138.0,0.0,35.52,25.51,3.86,0.0
20220712:1611,1321.6,258.0,127.0,0.0,26.43,25.42,3.86,0.0
20220712:1711,741.6,141.0,95.0,0.0,17.41,25.18,3.79,0.0
20220712:1811,254.84,57.0,50.0,0.0,8.81,24.32,3.03,0.0
20220712:1911,0.0,0.0,0.0,0.0,0.0,22.75,2.55,0.0
20220712:2011,0.0,0.0,0.0,0.0,0.0,21.01,2.55,0.0
20220712:2111,0.0,0.0,0.0,0.0,0.0,19.62,2.28,0.0
20220712:2211,0.0,0.0,0.0,0.0,0.0,18.25,2.14,0.0
20220712:2311,0.0,0.0,0.0,0.0,0.0,17.06,2.0,0.0
20220713:0011,0.0,0.0,0.0,0.0,0.0,15.87,1.86,0.0
20220713:0111,0.0,0.0,0.0,0.0,0.0,15.1,1.93,0.0
20220713:0211,0.0,0.0,0.0,0.0,0.0,15.01,1.93,0.0
20220713:0311,0.0,0.0,0.0,0.0,0.0,15.14,1.93,0.0
20220713:0411,17.69,0.0,14.0,0.0,8.44,15.71,1.86,0.0
20220713:0511,109.08,0.0,44.0,0.0,17.03,17.61,1.59,0.0
20220713:0611,380.2,0.0,120.0,0.0,26.05,19.71,1.93,0.0
20220713:0711,909.54,21.0,243.0,0.0,35.14,22.3,2.62,0.0
20220713:0811,1766.2,186.0,315.0,0.0,43.87,23.82,3.03,0.0
20220713:0911,2106.13,251.0,348.0,0.0,51.56,24.37,3.24,0.0
20220713:1011,1995.12,162.0,407.0,0.0,57.17,25.16,3.79,0.0
20220713:1111,966.82,1.0,282.0,0.0,59.33,25.56,4.0,0.0
20220713:1211,1330.02,23.0,362.0,0.0,57.3,26.61,4.0,0.0
20220713:1311,1235.25,23.0,336.0,0.0,51.78,26.9,3.86,0.0
20220713:1411,1312.52,56.0,324.0,0.0,44.14,27.0,3.86,0.0
20220713:1511,1796.18,349.0,165.0,0.0,35.44,27.2,4.14,0.0
20220713:1611,1087.92,139.0,182.0,0.0,26.35,27.19,3.79,0.0
20220713:1711,722.34,141.0,92.0,0.0,17.32,26.86,3.03,0.0
20220713:1811,188.68,17.0,58.0,0.0,8.71,25.85,2.55,0.0
20220713:1911,0.0,0.0,0.0,0.0,0.0,25.38,3.1,0.0
20220713:2011,0.0,0.0,0.0,0.0,0.0,23.63,3.52,0.0
20220713:2111,0.0,0.0,0.0,0.0,0.0,22.25,3.45,0.0
20220713:2211,0.0,0.0,0.0,0.0,0.0,21.22,2.83,0.0
20220713:2311,0.0,0.0,0.0,0.0,0.0,20.29,2.28,0.0
20220714:0011,0.0,0.0,0.0,0.0,0.0,19.6,2.76,0.0
20220714:0111,0.0,0.0,0.0,0.0,0.0,18.75,3.31,0.0
20220714:0211,0.0,0.0,0.0,0.0,0.0,17.79,3.59,0.0
20220714:0311,0.0,0.0,0.0,0.0,0.0,16.89,3.45,0.0
20220714:0411,239.44,51.0,48.0,0.0,8.31,16.16,3.17,0.0
20220714:0511,648.31,79.0,118.0,0.0,16.9,15.79,3.24,0.0
20220714:0611,1338.62,242.0,133.0,0.0,25.92,16.03,2.97,0.0
20220714:0711,1874.48,347.0,169.0,0.0,35.01,17.34,2.76,0.0
20220714:0811,2443.32,530.0,146.0,0.0,43.73,18.51,2.76,0.0
20220714:0911,2796.21,636.01,150.0,0.0,51.42,19.64,2.48,0.0
20220714:1011,2987.19,700.01,153.0,0.0,57.02,20.94,2.28,0.0
20220714:1111,3085.02,742.01,145.0,0.0,59.18,22.16,2.48,0.0
20220714:1211,2986.92,711.01,149.0,0.0,57.16,22.84,2.41,0.0
20220714:1311,2801.2,666.01,136.0,0.0,51.67,23.46,2.62,0.0
20220714:1411,2433.15,549.0,139.0,0.0,44.04,23.75,3.24,0.0
20220714:1511,965.84,26.0,254.0,0.0,35.34,23.68,3.72,0.0
20220714:1611,595.4,9.0,171.0,0.0,26.25,23.38,3.72,0.0
20220714:1711,768.38,157.0,86.0,0.0,17.22,22.73,3.72,0.0
20220714:1811,233.68,41.0,54.0,0.0,8.61,21.85,4.21,0.0
20220714:1911,0.0,0.0,0.0,0.0,0.0,19.3,4.83,0.0
20220714:2011,0.0,0.0,0.0,0.0,0.0,18.2,3.86,0.0
20220714:2111,0.0,0.0,0.0,0.0,0.0,17.31,4.41,0.0
20220714:2211,0.0,0.0,0.0,0.0,0.0,16.3,4.48,0.0
20220714:2311,0.0,0.0,0.0,0.0,0.0,15.43,4.0,0.0
20220715:0011,0.0,0.0,0.0,0.0,0.0,14.72,3.66,0.0
20220715:0111,0.0,0.0,0.0,0.0,0.0,14.12,3.52,0.0
20220715:0211,0.0,0.0,0.0,0.0,0.0,13.63,3.52,0.0
20220715:0311,0.0,0.0,0.0,0.0,0.0,13.36,3.59,0.0
20220715:0411,187.56,18.0,54.0,0.0,8.17,13.23,3.66,0.0
20220715:0511,432.45,15.0,117.0,0.0,16.76,13.87,4.97,0.0
20220715:0611,1065.92,103.0,193.0,0.0,25.79,14.63,5.31,0.0
20220715:0711,1190.16,59.0,268.0,0.0,34.88,15.93,5.79,0.0
20220715:0811,921.78,5.0,254.0,0.0,43.59,16.9,6.0,0.0
20220715:0911,1394.96,32.0,352.0,0.0,51.27,17.61,5.72,0.0
20220715:1011,942.62,1.0,265.0,0.0,56.86,17.83,5.31,0.0
20220715:1111,1553.76,36.0,393.0,0.0,59.03,18.32,4.97,0.0
20220715:1211,1849.9,96.0,414.0,0.0,57.03,19.05,4.97,0.0
20220715:1311,1644.7,74.0,381.0,0.0,51.54,19.42,4.9,0.0
20220715:1411,1169.73,24.0,304.0,0.0,43.93,19.27,4.55,0.0
20220715:1511,1082.56,41.0,264.0,0.0,35.24,19.5,4.48,0.0
20220715:1611,1079.64,113.0,194.0,0.0,26.15,19.38,4.0,0.0
20220715:1711,627.62,70.0,123.0,0.0,17.12,19.47,4.0,0.0
20220715:1811,33.25,0.0,20.0,0.0,8.5,19.14,3.45,0.0
20220715:1911,0.0,0.0,0.0,0.0,0.0,17.86,3.38,0.0
20220715:2011,0.0,0.0,0.0,0.0,0.0,17.01,2.97,0.0
20220715:2111,0.0,0.0,0.0,0.0,0.0,16.2,2.62,0.0
20220715:2211,0.0,0.0,0.0,0.0,0.0,15.57,2.62,0.0
20220715:2311,0.0,0.0,0.0,0.0,0.0,15.2,2.55,0.0
20220716:0011,0.0,0.0,0.0,0.0,0.0,14.97,2.41,0.0
20220716:0111,0.0,0.0,0.0,0.0,0.0,14.67,2.41,0.0
20220716:0211,0.0,0.0,0.0,0.0,0.0,14.58,2.55,0.0
20220716:0311,0.0,0.0,0.0,0.0,0.0,14.44,2.55,0.0
20220716:0411,4.1,0.0,8.0,0.0,8.02,14.59,2.76,0.0
20220716:0511,73.94,0.0,33.0,0.0,16.63,15.18,3.03,0.0
20220716:0611,180.76,0.0,64.0,0.0,25.65,15.51,3.93,0.0
20220716:0711,664.25,2.0,189.0,0.0,34.74,14.88,4.14,0.0
20220716:0811,2044.58,263.0,288.0,0.0,43.45,15.86,5.03,0.0
20220716:0911,2394.41,334.0,316.0,0.0,51.12,17.01,4.9,0.0
20220716:1011,2180.56,193.0,404.0,0.0,56.7,18.22,5.03,0.0
20220716:1111,2085.16,150.0,424.0,0.0,58.87,19.74,5.72,0.0
20220716:1211,2493.86,328.0,358.0,0.0,56.88,20.64,6.21,0.0
20220716:1311,2283.66,292.0,337.0,0.0,51.42,21.46,6.41,0.0
20220716:1411,1728.36,149.0,330.0,0.0,43.81,21.81,6.34,0.0
20220716:1511,1856.61,341.0,173.0,0.0,35.13,22.02,6.07,0.0
20220716:1611,1258.34,205.0,154.0,0.0,26.05,21.95,5.79,0.0
20220716:1711,674.64,99.0,111.0,0.0,17.01,21.31,5.31,0.0
20220716:1811,230.0,44.0,51.0,0.0,8.39,20.43,4.28,0.0
20220716:1911,0.0,0.0,0.0,0.0,0.0,18.72,3.66,0.0
20220716:2011,0.0,0.0,0.0,0.0,0.0,17.45,3.17,0.0
20220716:2111,0.0,0.0,0.0,0.0,0.0,16.42,3.17,0.0
20220716:2211,0.0,0.0,0.0,0.0,0.0,15.41,3.1,0.0
20220716:2311,0.0,0.0,0.0,0.0,0.0,14.48,2.76,0.0
20220717:0011,0.0,0.0,0.0,0.0,0.0,13.59,2.62,0.0
20220717:0111,0.0,0.0,0.0,0.0,0.0,12.82,2.62,0.0
20220717:0211,0.0,0.0,0.0,0.0,0.0,12.06,2.21,0.0
20220717:0311,0.0,0.0,0.0,0.0,0.0,11.23,2.28,0.0
20220717:0411,213.08,37.0,49.0,0.0,7.88,11.13,2.34,0.0
20220717:0511,754.29,148.0,83.0,0.0,16.49,12.59,2.55,0.0
20220717:0611,848.16,45.0,194.0,0.0,25.51,14.05,3.52,0.0
20220717:0711,1327.23,97.0,267.0,0.0,34.6,15.18,3.38,0.0
20220717:0811,1865.16,195.0,313.0,0.0,43.31,15.61,3.17,0.0
20220717:0911,1812.46,115.0,381.0,0.0,50.96,16.24,3.45,0.0
20220717:1011,2582.5,376.0,334.0,0.0,56.54,17.7,3.93,0.0
20220717:1111,2129.67,171.0,420.0,0.0,58.7,18.99,3.52,0.0
20220717:1211,3026.52,704.01,149.0,0.0,56.73,20.22,3.03,0.0
20220717:1311,2806.47,650.01,141.0,0.0,51.28,21.54,3.1,0.0
20220717:1411,2435.76,550.0,135.0,0.0,43.69,22.31,3.03,0.0
20220717:1511,1979.87,442.0,117.0,0.0,35.02,22.68,2.83,0.0
20220717:1611,1331.87,267.0,119.0,0.0,25.94,22.69,2.62,0.0
20220717:1711,736.11,144.0,90.0,0.0,16.9,22.44,2.62,0.0
20220717:1811,225.68,45.0,50.0,0.0,8.27,21.86,2.21,0.0
20220717:1911,0.0,0.0,0.0,0.0,0.0,20.73,1.24,0.0
20220717:2011,0.0,0.0,0.0,0.0,0.0,19.16,1.17,0.0
20220717:2111,0.0,0.0,0.0,0.0,0.0,19.28,0.48,0.0
20220717:2211,0.0,0.0,0.0,0.0,0.0,17.15,1.24,0.0
20220717:2311,0.0,0.0,0.0,0.0,0.0,15.49,1.72,0.0
20220718:0011,0.0,0.0,0.0,0.0,0.0,15.16,1.52,0.0
20220718:0111,0.0,0.0,0.0,0.0,0.0,14.63,1.52,0.0
20220718:0211,0.0,0.0,0.0,0.0,0.0,14.18,1.45,0.0
20220718:0311,0.0,0.0,0.0,0.0,0.0,13.73,1.38,0.0
20220718:0411,187.24,27.0,49.0,0.0,7.73,13.45,1.31,0.0
20220718:0511,693.32,129.0,88.0,0.0,16.34,15.45,0.69,0.0
20220718:0611,1275.34,252.0,116.0,0.0,25.37,18.44,0.69,0.0
20220718:0711,1780.2,350.0,155.0,0.0,34.46,20.45,1.03,0.0
20220718:0811,2270.97,496.0,152.0,0.0,43.16,22.46,1.52,0.0
20220718:0911,2486.56,500.0,216.0,0.0,50.81,24.05,1.93,0.0
20220718:1011,2503.22,433.0,295.0,0.0,56.37,25.27,1.93,0.0
20220718:1111,2672.55,538.01,251.0,0.0,58.53,26.43,1.59,0.0
20220718:1211,2288.74,318.0,353.0,0.0,56.57,27.3,1.93,0.0
20220718:1311,1966.9,219.0,356.0,0.0,51.14,27.57,1.86,0.0
20220718:1411,1547.5,127.0,326.0,0.0,43.57,27.68,1.59,0.0
20220718:1511,1381.95,154.0,252.0,0.0,34.9,27.78,1.38,0.0
20220718:1611,887.22,74.0,194.0,0.0,25.82,28.03,1.31,0.0
20220718:1711,333.18,7.0,105.0,0.0,16.78,27.93,1.45,0.0
20220718:1811,117.99,4.0,46.0,0.0,8.14,27.41,0.83,0.0
20220718:1911,0.0,0.0,0.0,0.0,0.0,25.45,0.69,0.0
20220718:2011,0.0,0.0,0.0,0.0,0.0,23.87,1.03,0.0
20220718:2111,0.0,0.0,0.0,0.0,0.0,21.21,1.72,0.0
20220718:2211,0.0,0.0,0.0,0.0,0.0,19.76,1.93,0.0
20220718:2311,0.0,0.0,0.0,0.0,0.0,18.69,2.07,0.0
20220719:0011,0.0,0.0,0.0,0.0,0.0,17.9,2.14,0.0
20220719:0111,0.0,0.0,0.0,0.0,0.0,17.22,2.07,0.0
20220719:0211,0.0,0.0,0.0,0.0,0.0,16.62,2.0,0.0
20220719:0311,0.0,0.0,0.0,0.0,0.0,15.99,2.0,0.0
20220719:0411,171.41,21.0,49.0,0.0,7.57,15.92,1.79,0.0
20220719:0511,674.6,123.0,91.0,0.0,16.19,18.4,0.97,0.0
20220719:0611,1258.79,255.0,115.0,0.0,25.22,21.96,0.62,0.0
20220719:0711,1796.22,390.0,133.0,0.0,34.31,24.6,0.62,0.0
20220719:0811,2207.92,502.0,151.0,0.0,43.0,26.94,0.62,0.0
20220719:0911,2482.88,574.01,175.0,0.0,50.64,29.08,0.69,0.0
20220719:1011,2661.62,658.01,166.0,0.0,56.19,30.79,0.34,0.0
20220719:1111,2792.88,711.01,151.0,0.0,58.35,32.08,1.03,0.0
20220719:1211,2730.06,690.01,150.0,0.0,56.4,33.07,1.31,0.0
20220719:1311,2530.12,628.01,146.0,0.0,50.99,33.74,1.38,0.0
20220719:1411,2188.66,516.0,147.0,0.0,43.43,34.12,1.52,0.0
20220719:1511,1771.16,402.0,132.0,0.0,34.78,34.16,1.79,0.0
20220719:1611,1217.3,252.0,123.0,0.0,25.7,33.82,1.86,0.0
20220719:1711,629.1,107.0,104.0,0.0,16.65,33.21,2.07,0.0
20220719:1811,172.58,21.0,53.0,0.0,8.01,31.83,2.14,0.0
20220719:1911,0.0,0.0,0.0,0.0,0.0,29.94,2.62,0.0
20220719:2011,0.0,0.0,0.0,0.0,0.0,27.76,3.03,0.0
20220719:2111,0.0,0.0,0.0,0.0,0.0,26.24,3.1,0.0
20220719:2211,0.0,0.0,0.0,0.0,0.0,25.16,3.1,0.0
20220719:2311,0.0,0.0,0.0,0.0,0.0,24.23,2.97,0.0
20220720:0011,0.0,0.0,0.0,0.0,0.0,23.45,2.9,0.0
20220720:0111,0.0,0.0,0.0,0.0,0.0,22.77,2.76,0.0
20220720:0211,0.0,0.0,0.0,0.0,0.0,22.11,2.55,0.0
20220720:0311,0.0,0.0,0.0,0.0,0.0,21.25,2.41,0.0
20220720:0411,119.2,6.0,44.0,0.0,7.42,20.69,2.21,0.0
20220720:0511,554.94,65.0,112.0,0.0,16.04,21.89,1.72,0.0
20220720:0611,1106.46,171.0,157.0,0.0,25.07,25.35,1.79,0.0
20220720:0711,1676.38,321.0,170.0,0.0,34.16,27.83,1.52,0.0
20220720:0811,2134.12,460.0,173.0,0.0,42.85,30.59,1.66,0.0
20220720:0911,2477.88,580.01,168.0,0.0,50.47,32.96,1.86,0.0
20220720:1011,2667.74,640.01,174.0,0.0,56.02,34.65,2.21,0.0
20220720:1111,2767.86,686.01,161.0,0.0,58.17,35.85,2.69,0.0
20220720:1211,2688.39,655.01,166.0,0.0,56.23,36.74,3.03,0.0
20220720:1311,2208.1,388.0,282.0,0.0,50.84,37.28,3.24,0.0
20220720:1411,1975.37,364.0,233.0,0.0,43.3,37.48,3.38,0.0
20220720:1511,1484.68,226.0,224.0,0.0,34.65,37.33,3.59,0.0
20220720:1611,1164.6,227.0,134.0,0.0,25.57,36.94,3.93,0.0
20220720:1711,606.06,103.0,103.0,0.0,16.52,36.28,4.07,0.0
20220720:1811,174.2,25.0,52.0,0.0,7.87,35.07,3.31,0.0
20220720:1911,0.0,0.0,0.0,0.0,0.0,33.17,2.62,0.0
20220720:2011,0.0,0.0,0.0,0.0,0.0,31.14,2.69,0.0
20220720:2111,0.0,0.0,0.0,0.0,0.0,29.5,2.76,0.0
20220720:2211,0.0,0.0,0.0,0.0,0.0,28.14,2.76,0.0
20220720:2311,0.0,0.0,0.0,0.0,0.0,26.93,2.76,0.0
20220721:0011,0.0,0.0,0.0,0.0,0.0,25.98,2.76,0.0
20220721:0111,0.0,0.0,0.0,0.0,0.0,25.35,2.83,0.0
20220721:0211,0.0,0.0,0.0,0.0,0.0,24.88,3.03,0.0
20220721:0311,0.0,0.0,0.0,0.0,0.0,24.63,3.24,0.0
20220721:0411,158.67,24.0,46.0,0.0,7.26,24.68,3.38,0.0
20220721:0511,352.94,12.0,105.0,0.0,15.88,25.87,3.24,0.0
20220721:0611,1071.5,161.0,158.0,0.0,24.92,27.77,3.86,0.0
20220721:0711,1728.99,341.0,154.0,0.0,34.0,26.49,3.72,0.0
20220721:0811,2105.91,396.0,205.0,0.0,42.69,26.63,3.66,0.0
20220721:0911,2196.94,331.0,302.0,0.0,50.3,27.53,3.45,0.0
20220721:1011,834.62,0.0,251.0,0.0,55.83,28.99,3.52,0.0
20220721:1111,1702.08,89.0,410.0,0.0,57.98,30.08,3.52,0.0
20220721:1211,464.76,0.0,149.0,0.0,56.05,30.38,3.93,0.0
20220721:1311,182.61,0.0,68.0,0.0,50.68,28.6,4.41,0.0
20220721:1411,493.96,0.0,155.0,0.0,43.15,27.12,3.66,0.0
20220721:1511,1805.72,388.0,132.0,0.0,34.51,26.95,2.97,0.0
20220721:1611,1164.33,204.0,142.0,0.0,25.43,27.37,2.9,0.0
20220721:1711,640.62,116.0,94.0,0.0,16.39,27.22,3.03,0.0
20220721:1811,194.04,41.0,46.0,0.0,7.73,26.71,2.76,0.0
20220721:1911,0.0,0.0,0.0,0.0,0.0,26.34,2.83,0.0
20220721:2011,0.0,0.0,0.0,0.0,0.0,24.93,2.76,0.0
20220721:2111,0.0,0.0,0.0,0.0,0.0,23.88,1.93,0.0
20220721:2211,0.0,0.0,0.0,0.0,0.0,22.82,1.93,0.0
20220721:2311,0.0,0.0,0.0,0.0,0.0,21.99,2.14,0.0
20220722:0011,0.0,0.0,0.0,0.0,0.0,21.08,2.34,0.0
20220722:0111,0.0,0.0,0.0,0.0,0.0,20.41,2.69,0.0
20220722:0211,0.0,0.0,0.0,0.0,0.0,19.79,2.76,0.0
20220722:0311,0.0,0.0,0.0,0.0,0.0,19.34,2.69,0.0
20220722:0411,3.87,0.0,8.0,0.0,7.09,19.18,2.69,0.0
20220722:0511,124.96,0.0,49.0,0.0,15.73,19.55,3.38,0.0
20220722:0611,461.88,3.0,139.0,0.0,24.77,20.38,3.79,0.0
20220722:0711,1293.66,111.0,253.0,0.0,33.85,21.1,4.07,0.0
20220722:0811,1651.46,150.0,312.0,0.0,42.52,22.13,4.34,0.0
20220722:0911,815.08,1.0,237.0,0.0,50.13,22.63,4.41,0.0
20220722:1011,1581.12,58.0,387.0,0.0,55.64,22.31,4.41,0.0
20220722:1111,1054.75,4.0,299.0,0.0,57.79,22.74,4.14,0.0
20220722:1211,1439.6,37.0,372.0,0.0,55.87,23.19,3.86,0.0
20220722:1311,2000.56,214.0,351.0,0.0,50.51,24.12,4.07,0.0
20220722:1411,2094.48,368.0,223.0,0.0,43.0,24.64,3.93,0.0
20220722:1511,1828.22,389.0,130.0,0.0,34.37,24.91,3.66,0.0
20220722:1611,1263.29,258.0,112.0,0.0,25.29,24.54,3.17,0.0
20220722:1711,619.11,100.0,100.0,0.0,16.24,24.32,2.83,0.0
20220722:1811,189.45,38.0,46.0,0.0,7.58,23.91,2.28,0.0
20220722:1911,0.0,0.0,0.0,0.0,0.0,21.76,1.66,0.0
20220722:2011,0.0,0.0,0.0,0.0,0.0,21.04,1.38,0.0
20220722:2111,0.0,0.0,0.0,0.0,0.0,20.24,1.38,0.0
20220722:2211,0.0,0.0,0.0,0.0,0.0,19.45,1.38,0.0
20220722:2311,0.0,0.0,0.0,0.0,0.0,18.83,1.03,0.0
20220723:0011,0.0,0.0,0.0,0.0,0.0,18.23,1.17,0.0
20220723:0111,0.0,0.0,0.0,0.0,0.0,17.37,1.38,0.0
20220723:0211,0.0,0.0,0.0,0.0,0.0,16.97,1.31,0.0
20220723:0311,0.0,0.0,0.0,0.0,0.0,16.84,1.17,0.0
20220723:0411,2.11,0.0,7.0,0.0,6.93,16.62,1.24,0.0
20220723:0511,30.6,0.0,19.0,0.0,15.57,18.18,1.38,0.0
20220723:0611,85.05,0.0,37.0,0.0,24.61,19.33,1.45,0.0
20220723:0711,224.5,0.0,77.0,0.0,33.69,18.16,1.59,0.0
20220723:0811,1895.31,249.0,279.0,0.0,42.35,19.16,2.21,0.0
20220723:0911,2183.62,297.0,318.0,0.0,49.95,20.59,2.14,0.0
20220723:1011,2028.24,179.0,395.0,0.0,55.45,21.88,2.55,0.0
20220723:1111,2494.94,372.0,336.0,0.0,57.59,22.82,3.1,0.0
20220723:1211,1569.82,56.0,389.0,0.0,55.68,22.88,3.52,0.0
20220723:1311,1924.34,178.0,364.0,0.0,50.34,22.96,3.72,0.0
20220723:1411,1581.75,125.0,322.0,0.0,42.84,23.44,3.86,0.0
20220723:1511,1614.2,246.0,210.0,0.0,34.22,23.43,3.79,0.0
20220723:1611,1185.84,204.0,141.0,0.0,25.15,23.63,3.93,0.0
20220723:1711,623.66,99.0,101.0,0.0,16.09,23.24,4.14,0.0
20220723:1811,168.16,24.0,48.0,0.0,7.42,22.46,3.86,0.0
20220723:1911,0.0,0.0,0.0,0.0,0.0,21.47,3.24,0.0
20220723:2011,0.0,0.0,0.0,0.0,0.0,20.03,2.76,0.0
20220723:2111,0.0,0.0,0.0,0.0,0.0,18.68,2.55,0.0
20220723:2211,0.0,0.0,0.0,0.0,0.0,17.53,2.28,0.0
20220723:2311,0.0,0.0,0.0,0.0,0.0,16.42,1.79,0.0
20220724:0011,0.0,0.0,0.0,0.0,0.0,15.12,1.45,0.0
20220724:0111,0.0,0.0,0.0,0.0,0.0,14.09,1.52,0.0
20220724:0211,0.0,0.0,0.0,0.0,0.0,13.28,1.66,0.0
20220724:0311,0.0,0.0,0.0,0.0,0.0,12.79,1.59,0.0
20220724:0411,153.81,25.0,42.0,0.0,6.76,12.62,1.52,0.0
20220724:0511,653.31,125.0,82.0,0.0,15.4,14.73,1.59,0.0
20220724:0611,1288.94,261.0,106.0,0.0,24.45,16.46,2.0,0.0
20220724:0711,1879.88,403.0,121.0,0.0,33.52,18.18,1.86,0.0
20220724:0811,2331.41,516.0,138.0,0.0,42.18,20.0,2.0,0.0
20220724:0911,2656.08,608.01,150.0,0.0,49.76,21.85,1.93,0.0
20220724:1011,2836.35,663.01,159.0,0.0,55.25,23.61,1.93,0.0
20220724:1111,2917.89,705.01,150.0,0.0,57.38,25.11,1.93,0.0
20220724:1211,2768.98,643.01,173.0,0.0,55.48,26.17,1.66,0.0
